customer_id,age,tenure_years,product_count,avg_balance,has_mortgage,salary_deposit_flag,digital_engagement,branch_visits_last_q,complaints_12m,nps_bucket,promo_exposure,fee_events_12m,rate_sensitivity,card_spend_monthly,quarter,state,wallet_share,next_state,wallet_share_next,age_group,tenure_group,balance_category,product_engagement,risk_score,wallet_share_delta,state_changed,life_stage,value_segment,digital_adoption,quarter_numeric
1365,55,3.49,6,61374.12621810431,0,0,0.5478621061103895,5,0,-1,0,0,0.3327948678650625,3443.3477534828908,t2,STAY,1.0,STAY,0.9306,51-60,2-5y,VeryHigh,17.564358631833116,0.16639743393253126,-0.06940000000000002,0,Mature,High,None,2
2621,74,2.97,4,59621.178426828534,0,0,1.0,2,0,1,0,1,0.2704487163782404,500.45649676516615,t2,STAY,0.8127,STAY,1.0,60+,2-5y,VeryHigh,25.9,0.3352243581891202,0.18730000000000002,0,Senior,High,None,2
1108,78,3.04,2,3030.4364976219063,1,0,0.9268021612434134,3,0,-1,1,2,0.4281340539777788,2201.0117913925433,t2,STAY,0.7652,STAY,0.7608,60+,2-5y,Low,22.078040648373022,0.6140670269888895,-0.0043999999999999595,0,Senior,Medium,None,2
33,24,8.87,1,42754.701803190736,1,0,0.7862217184743436,4,0,-1,0,3,0.2682421195875838,2003.166820042754,t2,STAY,0.7676,STAY,0.9289,18-30,5-10y,VeryHigh,18.635866515542304,0.7341210597937919,0.1613,0,Young,Medium,None,2
2155,65,4.32,4,24285.639864836023,1,1,0.7864495430436594,0,0,1,0,1,0.3706252143238503,903.5598590141444,t3,STAY,0.8418,STAY,0.8083,60+,2-5y,High,31.8359348629131,0.38531260716192517,-0.033499999999999974,0,Senior,Medium,None,3
2689,60,9.17,4,10601.772837353135,1,0,0.8845145805355141,1,0,1,0,1,0.7322406263983436,616.7980767769892,t1,STAY,0.8546,STAY,0.8075,51-60,5-10y,Low,28.865354374160653,0.5661203131991719,-0.04710000000000003,0,Mature,Medium,None,1
4974,69,7.74,5,21481.860323530767,1,1,0.96300955275317,1,0,-1,1,2,0.360964191428291,4145.291761173124,t3,STAY,0.8895,STAY,1.0,60+,5-10y,Medium,29.28890286582595,0.5804820957141456,0.11050000000000004,0,Senior,Medium,None,3
534,37,7.32,1,19296.08706663164,0,1,0.5603200871335899,2,0,1,1,1,0.6865698942927747,1473.673032352493,t2,STAY,0.9035,STAY,0.8632,31-40,5-10y,Medium,24.568096026140076,0.5432849471463874,-0.0403,0,Mature,Low,None,2
3958,67,8.61,2,10474.591957498984,0,1,0.3201362303768203,0,1,-1,0,6,0.5315354411770429,1215.7468746318398,t3,STAY,0.9901,SPLIT,0.5422,60+,5-10y,Low,30.896040869113047,1.7657677205885216,-0.44789999999999996,1,Senior,Medium,None,3
1524,28,4.42,2,38444.55842318577,0,1,0.976137734625814,0,0,1,1,5,0.4701652433587426,910.4355183600736,t3,STAY,0.9482,STAY,0.9525,18-30,2-5y,High,31.092841320387745,1.2350826216793713,0.0042999999999999705,0,Young,Medium,None,3
2811,52,6.61,4,7117.559983557534,1,1,0.2548799573906964,1,0,-1,1,1,0.3153670351322849,397.6249453,t1,STAY,0.7557,STAY,0.9357,51-60,5-10y,Low,28.676463987217208,0.3576835175661425,0.17999999999999994,0,Mature,Medium,None,1
1293,47,1.92,1,15390.85006427224,0,0,0.3625624152280017,1,0,1,1,3,0.7297225407008986,1254.1852874259932,t1,STAY,1.0,STAY,0.9729,41-50,0-2y,Medium,27.5087687245684,0.9648612703504493,-0.027100000000000013,0,Mature,Low,None,1
165,46,7.45,2,31322.39333118192,1,1,0.5633780021010975,2,0,-1,1,0,0.4038484908521273,2630.208623083104,t0,STAY,0.8993,STAY,0.9538,41-50,5-10y,High,24.96901340063033,0.20192424542606366,0.05449999999999999,0,Family,Medium,None,0
3251,40,6.42,5,35373.14038629657,0,1,0.1816187464309615,3,0,1,1,3,0.4522975620143715,1023.6984826287916,t1,STAY,0.7936,STAY,0.9251,31-40,5-10y,High,23.05448562392929,0.8261487810071858,0.13150000000000006,0,Mature,Medium,None,1
1611,70,9.94,3,22000.63257132107,0,1,0.3960895660838459,0,0,0,0,0,0.655644567,1310.8332933507595,t1,STAY,1.0,SPLIT,0.789,60+,5-10y,Medium,31.318826869825156,0.3278222835,-0.21099999999999997,1,Senior,Medium,None,1
3154,71,6.44,4,40236.62177215678,0,1,0.4417045565037337,3,0,1,1,5,0.538710813,1194.3986534352928,t2,STAY,0.9476,STAY,0.8458,60+,5-10y,VeryHigh,22.73251136695112,1.2693554065,-0.1018,0,Senior,Medium,None,2
997,53,7.25,7,43201.32137286972,0,0,0.5474200270147193,1,0,1,1,1,0.3951113956577242,1299.9137551467331,t0,LEAVE,0.0426,STAY,0.7594,51-60,5-10y,VeryHigh,29.964226008104415,0.39755569782886213,0.7168,1,Mature,Medium,None,0
3936,74,4.18,1,89338.42328224196,1,1,0.2974399007893396,1,0,-1,1,3,0.4121910160562068,1795.1893851604502,t2,STAY,0.9205,STAY,1.0,60+,2-5y,VeryHigh,27.4892319702368,0.8060955080281035,0.07950000000000002,0,Senior,Medium,None,2
127,23,9.1,1,7709.546957,1,1,0.4543131503714229,1,0,1,0,1,0.5006670604189332,2965.9420536514713,t3,STAY,0.8407,STAY,0.9674,18-30,5-10y,Low,27.536293945111428,0.4503335302094666,0.12670000000000003,0,Young,Low,None,3
324,79,3.44,2,63575.75608,1,1,0.4405156929043498,0,0,1,1,2,0.4702468372602686,453.84388631430886,t3,STAY,0.8023,STAY,0.8475,60+,2-5y,VeryHigh,30.932154707871305,0.6351234186301343,0.04520000000000002,0,Senior,Medium,None,3
4558,75,3.9,7,18104.222024607465,0,0,0.6587141874666541,0,0,-1,0,1,0.4701941893646763,5363.564565281633,t0,STAY,0.9263,STAY,0.8775,60+,2-5y,Medium,32.99761425624,0.43509709468233815,-0.048800000000000066,0,Senior,Medium,None,0
2426,55,7.84,6,18756.93014956087,0,0,0.6955636179779606,3,0,1,1,1,0.5106489391939306,4082.5978723251274,t0,SPLIT,0.6309,STAY,0.9424,51-60,5-10y,Medium,23.608669085393387,0.4553244695969653,0.3115,1,Mature,Medium,None,0
3088,29,5.84,2,11547.844879574906,1,1,0.461230392,0,0,-1,0,0,0.1845687475615789,10342.372823514786,t3,STAY,0.8963,STAY,0.8853,18-30,5-10y,Low,30.9383691176,0.09228437378078945,-0.01100000000000001,0,Young,Medium,None,3
4113,28,5.55,5,5030.550485395584,1,1,0.4738224663809012,3,0,1,0,2,0.1413934144777093,2759.506388334931,t3,STAY,0.8647,STAY,0.9224,18-30,5-10y,Low,23.14214673991427,0.4706967072388547,0.057699999999999974,0,Young,Medium,None,3
3119,19,4.22,2,28570.615336422976,1,1,0.9629969285154004,3,0,0,1,1,0.6834633942270756,2133.7241943169174,t0,SPLIT,0.4879,SPLIT,0.3309,18-30,2-5y,High,22.08889907855462,0.5417316971135377,-0.15699999999999997,0,Young,Medium,None,0
4492,31,5.95,3,91544.70383845472,0,0,0.4526206440373152,1,0,-1,0,4,0.4975604008349233,1623.1332177525346,t2,SPLIT,0.5393,STAY,0.8613,31-40,5-10y,VeryHigh,28.335786193211195,1.0487802004174618,0.32199999999999995,1,Mature,High,None,2
1436,24,3.26,3,49868.68221634807,0,0,0.1836883739598151,2,0,1,1,1,0.5010643025241768,241.956456,t1,STAY,0.9572,SPLIT,0.3551,18-30,2-5y,VeryHigh,25.255106512187943,0.4505321512620884,-0.6021000000000001,1,Young,Medium,None,1
1356,51,3.65,4,14460.436349414394,1,1,0.4274416174565256,3,0,1,1,0,1.0,192.46448995971213,t3,STAY,0.9342,STAY,0.9373,51-60,2-5y,Medium,22.72823248523696,0.5,0.0030999999999999917,0,Mature,Medium,None,3
1270,21,4.1,1,133866.06381489863,0,0,0.4000478301107946,1,0,1,0,3,0.3217963602860748,1331.3124963837402,t2,STAY,0.9052,SPLIT,0.6575,18-30,2-5y,VeryHigh,27.52001434903324,0.7608981801430375,-0.24770000000000003,1,Young,Medium,None,2
2517,64,6.52,6,55917.59522,0,1,0.2297120731384334,2,0,0,0,2,0.9347654395511285,409.11552253773795,t2,SPLIT,0.3654,STAY,0.8689,60+,5-10y,VeryHigh,26.46891362194153,0.8673827197755642,0.5035000000000001,1,Mature,High,None,2
2661,47,4.63,2,151821.83731324598,0,1,0.5305574045128489,1,0,-1,1,1,0.421503522,991.2666875404208,t3,STAY,1.0,STAY,0.843,41-50,2-5y,VeryHigh,27.959167221353855,0.410751761,-0.15700000000000003,0,Mature,Medium,None,3
4865,76,9.53,5,8065.806702078486,0,1,0.7493789681368433,4,0,-1,1,0,0.5039542825058074,5529.577538588094,t1,STAY,0.8082,STAY,1.0,60+,5-10y,Low,20.224813690441053,0.2519771412529037,0.19179999999999997,0,Senior,Medium,None,1
159,51,8.72,7,8320.728792945756,0,0,0.5106970964207734,3,0,1,1,1,0.6501432176778359,343.4181453196037,t1,STAY,0.9507,STAY,0.782,51-60,5-10y,Low,23.953209128926233,0.525071608838918,-0.16869999999999996,0,Mature,Medium,None,1
4956,30,14.44,4,14911.688758635222,1,1,1.0,4,0,-1,1,1,0.005710449,769.2178932,t1,STAY,0.9969,STAY,0.8906,18-30,10+y,Medium,19.9,0.20285522450000001,-0.10630000000000006,0,Family,Medium,None,1
3751,56,1.72,4,19285.39859988487,0,0,1.0,2,0,1,0,1,0.4904906209830902,1910.4330242153571,t0,STAY,0.8689,STAY,0.773,51-60,0-2y,Medium,25.9,0.44524531049154514,-0.09589999999999999,0,Mature,Medium,None,0
2156,50,7.53,5,49768.671013477106,1,0,0.3178802381688136,1,0,0,1,2,0.364186373,999.4264294381512,t2,STAY,0.9038,STAY,0.9255,41-50,5-10y,VeryHigh,29.095364071450643,0.5820931865000001,0.02169999999999994,0,Mature,Medium,None,2
1649,83,5.85,3,47084.92818310627,1,1,0.2994755941494028,3,0,0,0,1,0.781313928,1972.6267817935768,t2,STAY,0.9086,STAY,0.8048,60+,5-10y,VeryHigh,22.28984267824482,0.590656964,-0.1038,0,Senior,Medium,None,2
4094,47,11.01,7,36988.072872595825,0,0,0.3945445257687289,3,0,-1,1,3,0.2380310207949036,777.6813,t1,SPLIT,0.7408,STAY,0.8707,41-50,10+y,High,23.91836335773062,0.7190155103974519,0.12990000000000002,1,Mature,Medium,None,1
1289,24,6.14,6,59635.35984022135,1,0,0.4649131459147952,1,1,1,1,1,0.8364653417542891,942.6963604745656,t3,STAY,0.9066,STAY,0.8594,18-30,5-10y,VeryHigh,29.53947394377444,0.9182326708771446,-0.04719999999999991,0,Young,High,None,3
78,33,6.33,6,15265.586171432487,1,1,0.7946327255567951,3,1,0,1,2,0.165188808118351,2308.0671951762297,t3,STAY,0.8062,STAY,0.8036,31-40,5-10y,Medium,23.63838981766704,0.7825944040591755,-0.0026000000000000467,0,Family,Medium,None,3
4982,82,4.61,2,32731.38699067853,1,1,0.6855539044119251,5,0,-1,1,0,0.2788333655022405,7683.614733894435,t0,LEAVE,0.0052,LEAVE,0.0427,60+,2-5y,High,16.00566617132358,0.13941668275112026,0.037500000000000006,0,Senior,Medium,None,0
542,21,2.86,2,19325.052765892837,0,0,0.5413048929575867,3,0,-1,1,2,0.4904976584922795,1462.166894385611,t3,SPLIT,0.4562,STAY,0.9436,18-30,2-5y,Medium,21.962391467887276,0.6452488292461398,0.4874,1,Young,Medium,None,3
1717,61,8.31,3,33958.20344423774,0,1,1.0,3,1,0,1,5,0.1973896685299771,753.1023026118014,t0,LEAVE,0.069,LEAVE,0.0252,60+,5-10y,High,22.5,1.3986948342649885,-0.043800000000000006,0,Mature,Medium,None,0
2623,24,3.37,2,27491.789370037848,0,1,0.7915612897468068,2,0,-1,0,1,0.5869411176258245,1633.6249622810028,t3,SPLIT,0.4314,STAY,0.9001,18-30,2-5y,High,25.037468386924044,0.49347055881291224,0.4687,1,Young,Medium,None,3
213,70,12.05,7,11117.062818506189,1,1,0.3326488248522656,1,0,0,1,2,0.790848442,1802.823291909111,t0,STAY,0.8927,STAY,1.0,60+,10+y,Low,29.89979464745568,0.795424221,0.10729999999999995,0,Senior,Medium,None,0
4651,44,1.85,7,28319.42652292827,1,1,0.5043277235105472,2,0,1,1,1,0.7290758649441098,768.9409408292094,t3,STAY,0.9361,STAY,0.8889,41-50,0-2y,High,26.951298317053165,0.564537932472055,-0.04720000000000002,0,Family,Medium,None,3
3482,34,19.74,5,16562.685704675776,1,1,0.057735563,4,0,-1,0,1,0.377488023412065,4370.216344668748,t0,STAY,0.9108,STAY,0.9768,31-40,10+y,Medium,20.0173206689,0.3887440117060325,0.06599999999999995,0,Family,Medium,None,0
1951,79,5.68,3,20170.148320595064,0,1,0.1933551786314074,2,0,1,0,1,0.5102877872026169,936.9259262911376,t3,STAY,1.0,STAY,1.0,60+,5-10y,Medium,25.25800655358942,0.45514389360130847,0.0,0,Senior,Medium,None,3
2497,71,2.08,6,16199.464046401908,0,1,0.5339980225183835,3,1,-1,0,1,0.5309931309491176,714.4501084876905,t1,SPLIT,0.5555,STAY,0.8336,60+,2-5y,Medium,23.560199406755515,0.7654965654745588,0.2781,1,Senior,Medium,None,1
4628,30,4.08,7,41338.144504661046,0,1,0.7211035670465056,1,0,0,0,2,0.4471108129681052,3869.806051602266,t0,STAY,0.8584,STAY,0.7968,18-30,2-5y,VeryHigh,30.016331070113953,0.6235554064840526,-0.0616000000000001,0,Mature,Medium,None,0
1712,49,9.13,3,22325.633898045257,1,0,0.4685752427561424,1,0,-1,1,2,0.3119040642587788,1247.9664557286308,t2,STAY,0.8633,STAY,0.8823,41-50,5-10y,Medium,28.340572572826844,0.5559520321293894,0.019000000000000017,0,Family,Medium,None,2
1650,74,5.39,2,53576.85453968613,1,0,0.5697070352630041,4,0,1,1,5,0.6055869414443795,16278.524910044212,t2,STAY,0.8434,STAY,0.9352,60+,5-10y,VeryHigh,18.9709121105789,1.3027934707221898,0.09179999999999999,0,Senior,Medium,None,2
3765,45,3.16,5,39428.60455865325,1,1,0.759748964,1,0,-1,1,3,0.094683838,723.8617698207279,t0,SPLIT,0.776,STAY,0.8676,41-50,2-5y,VeryHigh,29.2279246892,0.647341919,0.09160000000000001,1,Family,Medium,None,0
2158,60,3.62,4,30882.440211643738,1,0,0.4836168785750263,2,1,1,0,1,0.8750754877630522,664.6113007894036,t0,SPLIT,0.4196,STAY,0.8105,51-60,2-5y,High,25.745085063572507,0.9375377438815261,0.3909,1,Mature,Medium,None,0
2198,75,5.78,1,89748.20014070446,0,1,0.2236858613036496,1,0,1,0,3,0.4828876777002023,3858.3642006238865,t3,STAY,1.0,SPLIT,0.4775,60+,5-10y,VeryHigh,27.467105758391096,0.8414438388501012,-0.5225,1,Senior,Medium,None,3
1749,71,4.58,7,14142.757331547484,0,0,0.7534982165149072,3,0,1,1,4,0.7742532523758447,2850.3300985641235,t3,STAY,0.9712,SPLIT,0.6955,60+,2-5y,Medium,24.026049464954472,1.1871266261879225,-0.27569999999999995,1,Senior,Medium,None,3
901,18,2.45,4,14406.87585123272,1,1,0.325133396,0,0,1,0,4,1.0,1224.6873803368253,t2,SPLIT,0.5318,SPLIT,0.4038,18-30,2-5y,Medium,31.6975400188,1.3,-0.12800000000000006,0,Young,Medium,None,2
1173,44,7.77,2,15648.05605555192,0,0,0.8804060598851607,1,0,0,1,2,0.6136702901885324,1733.534941756141,t0,LEAVE,0.0158,LEAVE,0.0868,41-50,5-10y,Medium,28.06412181796555,0.7068351450942663,0.07100000000000001,0,Mature,Medium,None,0
176,48,3.82,5,77022.40938721677,0,0,0.4864798814766954,1,0,1,1,1,0.2462017274844459,526.7125963376022,t1,LEAVE,0.05,STAY,0.8525,41-50,2-5y,VeryHigh,29.14594396444301,0.32310086374222297,0.8025,1,Mature,High,None,1
2129,22,7.46,3,7126.809806636227,1,0,0.2486250693215622,1,0,1,1,3,0.2169785607095667,2004.5528209859465,t2,STAY,0.9362,STAY,0.9022,18-30,5-10y,Low,28.27458752079647,0.7084892803547834,-0.03400000000000003,0,Young,Medium,None,2
1810,82,8.53,5,29982.127481234857,0,0,0.3841664605113932,1,0,-1,0,0,0.621284377,760.3976243,t1,STAY,0.8616,STAY,0.8236,60+,5-10y,High,29.11524993815342,0.3106421885,-0.038000000000000034,0,Senior,Medium,None,1
376,24,9.59,5,13828.164684116824,0,0,0.756621198,1,0,-1,1,3,0.4722001716712991,718.9469605000262,t3,STAY,0.9051,STAY,0.8358,18-30,5-10y,Medium,29.2269863594,0.8361000858356497,-0.06930000000000003,0,Young,Medium,None,3
2699,26,12.38,3,17470.75615497548,1,0,0.5267437403584885,2,0,0,0,2,0.092338839,3207.5149115172667,t0,STAY,0.8696,STAY,0.9304,18-30,10+y,Medium,25.358023122107546,0.4461694195,0.060799999999999965,0,Young,Medium,None,0
2971,58,5.29,4,53310.06580211823,1,0,0.4103780890540279,1,0,1,0,0,0.3961661552239887,3411.2349943384415,t2,STAY,0.9429,STAY,0.9424,51-60,5-10y,VeryHigh,28.723113426716207,0.19808307761199434,-0.0004999999999999449,0,Mature,High,None,2
4942,47,6.63,4,38855.28174,0,1,0.8488413606865762,1,1,0,0,2,0.1463686191081743,4532.415175435267,t2,STAY,0.9858,STAY,0.8159,41-50,5-10y,High,28.854652408205972,0.7731843095540871,-0.16990000000000005,0,Mature,Medium,None,2
3099,30,9.5,6,85523.76822771053,0,1,0.8607062871250742,4,0,1,1,1,0.4346635394926917,261.4164610047586,t1,STAY,0.9656,STAY,1.0,18-30,5-10y,VeryHigh,20.658211886137522,0.4173317697463459,0.034399999999999986,0,Mature,High,None,1
1539,65,3.88,3,29330.834265600068,1,1,0.8670374608973259,0,0,0,1,1,0.4535477203167296,978.8490157025808,t0,STAY,1.0,STAY,0.8884,60+,2-5y,High,31.4601112382692,0.4267738601583648,-0.11160000000000003,0,Senior,Medium,None,0
3808,28,7.16,3,7833.840525048069,1,1,0.8620049849605357,2,0,1,1,0,0.575067229,5875.616502828705,t2,STAY,0.876,STAY,0.9492,18-30,5-10y,Low,25.45860149548816,0.2875336145,0.07320000000000004,0,Young,Medium,None,2
467,29,7.65,1,30048.917445051055,1,0,0.4351559484266246,3,0,-1,0,2,0.2214867538492405,2048.5571133845197,t3,STAY,0.7662,STAY,0.9038,18-30,5-10y,High,21.53054678452799,0.5107433769246202,0.13760000000000006,0,Young,Medium,None,3
1709,34,3.65,2,10828.058926507436,1,0,0.906111463774976,0,1,1,1,4,0.3374295923424986,1174.2231647843053,t0,STAY,0.8728,STAY,0.9127,31-40,2-5y,Low,31.071833439132494,1.2687147961712495,0.039899999999999936,0,Family,Medium,None,0
4334,77,3.98,3,9776.827754869486,1,1,0.4725707441595976,2,1,-1,0,2,0.6256493224689713,2103.266081349626,t2,SPLIT,0.6523,STAY,1.0,60+,2-5y,Low,25.34177122324788,1.0128246612344856,0.3477,1,Senior,Medium,None,2
1253,22,13.22,1,4923.371165581517,1,1,0.9426535846401152,6,1,-1,1,1,0.503776954,1710.6848823348405,t3,STAY,1.0,STAY,0.9954,18-30,10+y,Low,12.682796075392034,0.751888477,-0.0046000000000000485,0,Young,Low,None,3
1344,56,12.72,7,17681.463185955457,1,0,0.7517256586346623,5,0,0,1,3,0.0,956.8858212679248,t2,STAY,0.7634,STAY,0.8578,51-60,10+y,Medium,18.0255176975904,0.6000000000000001,0.09440000000000004,0,Mature,Medium,None,2
788,63,4.35,2,26445.219050899483,1,1,0.8180535594200405,0,0,1,1,2,0.6606332030895619,4832.091100439746,t3,STAY,0.8077,STAY,0.7818,60+,2-5y,High,31.04541606782601,0.730316601544781,-0.025899999999999923,0,Mature,Medium,None,3
1857,43,4.9,1,130760.87064748294,1,0,0.1182673940104945,0,0,0,0,4,0.3542422729915288,1522.174557704979,t0,LEAVE,0.062,SPLIT,0.7225,41-50,2-5y,VeryHigh,30.43548021820315,0.9771211364957644,0.6605000000000001,1,Family,Medium,None,0
452,79,5.93,6,18889.959047128486,1,0,0.2791155411453903,1,0,-1,0,1,0.07865394,1964.404682220132,t1,SPLIT,0.813,SPLIT,0.1854,60+,5-10y,Medium,29.48373466234362,0.23932697000000003,-0.6275999999999999,0,Senior,Medium,None,1
812,76,3.07,1,10950.443270359336,0,0,0.6972016196402059,1,0,-1,1,2,0.5423101684338465,2065.6323512261397,t1,STAY,0.8888,STAY,0.902,60+,2-5y,Low,27.609160485892062,0.6711550842169233,0.01319999999999999,0,Senior,Low,None,1
3507,74,6.07,6,28757.93316103923,1,1,0.4805244135643219,0,0,-1,1,1,0.2529133890139725,3637.8374495602184,t3,STAY,0.8103,STAY,0.8439,60+,5-10y,High,32.544157324069296,0.3264566945069862,0.03359999999999996,0,Senior,Medium,None,3
4723,81,5.74,7,18298.420255790257,1,0,0.7724006433926573,3,0,0,1,3,0.088042854,23233.318183803112,t2,SPLIT,0.4735,STAY,0.9646,60+,5-10y,Medium,24.031720193017797,0.6440214270000001,0.49110000000000004,1,Senior,Medium,None,2
2112,63,3.16,3,17724.90813,1,1,0.4835992107185858,2,0,0,1,1,0.7878177265212469,667.1269234570315,t1,STAY,0.7747,STAY,1.0,60+,2-5y,Medium,25.345079763215576,0.5939088632606235,0.22529999999999994,0,Mature,Medium,None,1
1130,61,4.72,7,9424.787121640198,0,0,0.2371135839190033,1,1,0,0,3,0.6106219230484884,1447.05938881701,t2,SPLIT,0.4102,STAY,0.7826,60+,2-5y,Low,29.8711340751757,1.2053109615242443,0.37239999999999995,1,Mature,Medium,None,2
2295,65,1.85,1,13777.423710943602,0,1,0.854536944,1,0,1,1,1,0.7900735210942929,326.38303158270816,t2,STAY,0.9395,STAY,1.0,60+,0-2y,Medium,27.6563610832,0.5950367605471465,0.0605,0,Senior,Low,None,2
1735,75,8.52,7,12897.272322527504,1,0,0.9097699505770132,0,0,1,0,3,0.7406381531974681,1467.232792728151,t3,STAY,0.8164,STAY,0.7759,60+,5-10y,Low,33.0729309851731,0.9703190765987342,-0.04049999999999998,0,Senior,Medium,None,3
1993,37,4.56,6,56018.69998240631,1,0,0.5104237636172273,5,0,-1,1,3,0.2248057863418827,2222.0889881938383,t0,STAY,0.9407,STAY,0.9911,31-40,2-5y,VeryHigh,17.55312712908517,0.7124028931709414,0.0504,0,Family,High,None,0
2791,80,1.27,5,12652.29374642598,0,1,0.3693404348929098,1,0,-1,1,4,0.3576277206642488,8539.295513335335,t3,STAY,0.8424,SPLIT,0.401,60+,0-2y,Low,29.110802130467874,0.9788138603321245,-0.4414,1,Senior,Medium,None,3
157,26,2.3,4,30804.613007580538,0,1,0.5514491621315252,0,0,-1,0,2,0.464984405808413,5306.100976683179,t1,STAY,0.8881,STAY,0.8568,18-30,2-5y,High,31.765434748639457,0.6324922029042065,-0.031299999999999994,0,Young,Medium,None,1
3031,67,5.62,2,9396.181435008755,1,1,0.1240261417415899,3,0,1,0,1,0.1307573939277921,6887.726611715131,t1,STAY,0.9788,SPLIT,0.4196,60+,5-10y,Low,21.837207842522478,0.26537869696389604,-0.5592,1,Senior,Medium,None,1
2396,61,2.43,7,64448.66385116096,1,0,0.9024840932690824,1,0,-1,1,2,0.6649466138096533,7117.4299059793275,t1,LEAVE,0.0372,STAY,0.8359,60+,2-5y,VeryHigh,30.070745227980726,0.7324733069048266,0.7987,1,Mature,High,None,1
1800,52,8.64,7,6908.308706672934,1,1,0.7596407915550375,1,0,-1,1,4,0.3875413281461773,648.7596557020586,t2,STAY,0.8714,STAY,0.8772,51-60,5-10y,Low,30.02789223746651,0.9937706640730887,0.005800000000000027,0,Mature,Medium,None,2
953,59,3.7,1,9224.297678,0,1,0.4838433923116915,0,0,1,0,2,0.7143626162997587,2074.9656153456776,t2,STAY,0.9164,STAY,0.9571,51-60,2-5y,Low,30.545153017693508,0.7571813081498794,0.04069999999999996,0,Mature,Low,None,2
4152,53,3.1,6,18620.776475534854,0,1,0.8682417216022337,3,0,-1,1,1,0.4994916764237521,7099.500299,t3,STAY,0.7527,STAY,0.8452,51-60,2-5y,Medium,23.66047251648067,0.4497458382118761,0.09249999999999992,0,Mature,Medium,None,3
3912,83,7.84,4,14079.670952606411,1,0,0.9848917063975848,3,0,1,0,2,0.8053476497191514,146.12789965214515,t1,SPLIT,0.595,STAY,0.8418,60+,5-10y,Medium,22.895467511919275,0.8026738248595757,0.24680000000000002,1,Senior,Medium,None,1
738,40,6.73,4,6012.233701700745,0,0,0.7188737871825318,2,0,-1,0,2,0.4942933180265028,1675.733701,t1,STAY,0.7765,STAY,0.9802,31-40,5-10y,Low,25.81566213615476,0.6471466590132514,0.2037,0,Mature,Medium,None,1
4747,69,1.64,4,22706.00737334303,1,1,0.2001090553070001,3,0,1,1,6,0.4917839379976193,1615.5728654060651,t2,STAY,0.8619,SPLIT,0.4457,60+,0-2y,High,22.6600327165921,1.44589196899881,-0.4162,1,Senior,Medium,None,2
4622,84,6.24,1,10230.708358703854,1,1,0.5264112555221124,2,0,1,0,2,0.412931308,774.7673103996649,t3,STAY,0.7712,STAY,0.9114,60+,5-10y,Low,24.557923376656635,0.606465654,0.1402,0,Senior,Low,None,3
2536,83,2.52,6,40932.51820480107,0,1,0.4471130426137409,2,0,0,0,0,0.3902674041418653,3380.4456808587743,t3,STAY,0.8695,STAY,0.9964,60+,2-5y,VeryHigh,26.53413391278412,0.19513370207093264,0.1268999999999999,0,Senior,Medium,None,3
3928,28,4.29,2,20037.442754331176,0,0,0.4543423128038151,3,1,0,0,0,0.6219787327944081,3490.142956273231,t2,STAY,0.9365,STAY,0.8761,18-30,2-5y,Medium,21.936302693841146,0.610989366397204,-0.06040000000000001,0,Young,Medium,None,2
129,56,2.98,2,11733.439680144464,1,1,0.8951730036565335,4,0,1,1,2,0.3211189505277284,3476.503200852336,t2,STAY,0.9167,STAY,0.8835,51-60,2-5y,Low,19.06855190109696,0.5605594752638642,-0.03320000000000001,0,Mature,Medium,None,2
1168,44,10.32,4,30510.682399216446,1,0,0.6994568574061901,3,0,0,0,0,0.4929779964129183,3595.1820243752964,t1,STAY,0.9875,STAY,1.0,41-50,10+y,High,22.809837057221856,0.24648899820645914,0.012499999999999956,0,Family,Medium,None,1
3279,84,1.09,3,14764.621867607051,1,1,0.2647310464123336,1,0,-1,0,2,0.2429328708266833,937.7700010959832,t0,LEAVE,0.1215,LEAVE,0.0592,60+,0-2y,Medium,28.2794193139237,0.5214664354133417,-0.062299999999999994,0,Senior,Medium,None,0
2392,30,5.58,4,26710.830508448977,1,0,1.0,0,0,0,0,3,0.2472546804939141,1615.7773643922358,t1,STAY,0.9636,STAY,0.8833,18-30,5-10y,High,31.9,0.7236273402469572,-0.08030000000000004,0,Family,Medium,None,1
3823,54,5.79,4,17967.878975735148,1,0,0.4393355082274838,0,0,1,0,0,0.6724855643527858,1064.0404535762789,t2,STAY,0.8283,STAY,0.7662,51-60,5-10y,Medium,31.731800652468245,0.3362427821763929,-0.062100000000000044,0,Mature,Medium,None,2
571,81,15.25,2,13914.304951572483,1,1,0.7238300883092773,0,0,-1,0,1,0.5743984046632622,685.0158567857695,t3,STAY,0.8048,STAY,0.907,60+,10+y,Medium,31.017149026492785,0.4871992023316311,0.10220000000000007,0,Senior,Medium,None,3
4512,52,8.34,7,16052.064153087336,1,1,0.5738468110205562,2,0,1,1,1,0.4250254020372744,3253.556664279143,t1,STAY,1.0,STAY,0.9348,51-60,5-10y,Medium,26.97215404330617,0.41251270101863724,-0.06520000000000004,0,Mature,Medium,None,1
85,60,8.5,2,56876.73346415682,0,0,0.3231562039469356,2,0,-1,0,0,0.34173189232546,1827.580764758764,t2,STAY,0.9052,STAY,0.9357,51-60,5-10y,VeryHigh,24.89694686118408,0.17086594616273,0.03049999999999997,0,Mature,Medium,None,2
